id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Jefferson;orbrix;-2460.0;760.0;7408.0;-1888.0;-16546.0;802.0;0
1;Jefferson;orbrix;-5420.0;-44.0;-24136.0;-1872.0;-16184.0;-125.0;102
2;Jefferson;orbrix;-9824.0;896.0;-21632.0;-1888.0;-5560.0;816.0;206
3;Jefferson;orbrix;2128.0;3888.0;-21604.0;-1888.0;-94.0;1695.0;309
4;Jefferson;orbrix;6976.0;4748.0;-20028.0;-1872.0;7688.0;1310.0;413
5;Jefferson;orbrix;9460.0;2800.0;-18120.0;-1888.0;12384.0;641.0;515
6;Jefferson;orbrix;6956.0;-304.0;-10456.0;-1872.0;12585.0;776.0;619
7;Jefferson;orbrix;7196.0;-3220.0;-6652.0;-1840.0;6088.0;1637.0;722
8;Jefferson;orbrix;864.0;-4552.0;-6924.0;-1856.0;2547.0;-483.0;825
9;Jefferson;orbrix;-708.0;-5232.0;-8872.0;-1888.0;-2438.0;487.0;928
10;Jefferson;orbrix;-1012.0;-5404.0;-13880.0;-1888.0;-1230.0;-359.0;1031
11;Jefferson;orbrix;-2284.0;-5728.0;-14200.0;-1872.0;862.0;-704.0;1135
12;Jefferson;orbrix;852.0;-5372.0;-12000.0;-1888.0;543.0;268.0;1238
13;Jefferson;orbrix;444.0;-5348.0;-12460.0;-1872.0;144.0;251.0;1341
