id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ivleen;Orbrix;7236.0;-8888.0;-10664.0;-2976.0;231.0;-441.0;0
1;Ivleen;Orbrix;6556.0;-10392.0;-7064.0;-3008.0;-1421.0;-418.0;104
2;Ivleen;Orbrix;6308.0;-9500.0;-11920.0;-2976.0;-1126.0;-999.0;206
3;Ivleen;Orbrix;7144.0;-8272.0;-9756.0;-2992.0;-64.0;-148.0;310
4;Ivleen;Orbrix;4904.0;-5300.0;-9604.0;-2992.0;-546.0;-934.0;413
5;Ivleen;Orbrix;7556.0;-8148.0;-11420.0;-2992.0;-201.0;-3800.0;516
6;Ivleen;Orbrix;7360.0;-9828.0;-6536.0;-2976.0;-1148.0;-41.0;619
7;Ivleen;Orbrix;5848.0;-9716.0;-11264.0;-3008.0;-636.0;708.0;722
8;Ivleen;Orbrix;7520.0;-8272.0;-12020.0;-2976.0;-3936.0;3027.0;826
9;Ivleen;Orbrix;9768.0;-8220.0;-9500.0;-2960.0;-232.0;262.0;928
10;Ivleen;Orbrix;8808.0;-7024.0;-10000.0;-2992.0;425.0;848.0;1032
11;Ivleen;Orbrix;7448.0;-5812.0;-11684.0;-2992.0;-818.0;696.0;1135
12;Ivleen;Orbrix;7540.0;-6816.0;-11608.0;-2992.0;174.0;-955.0;1237
13;Ivleen;Orbrix;7100.0;-7348.0;-9080.0;-3008.0;-1176.0;-935.0;1341
14;Ivleen;Orbrix;8728.0;-6828.0;-11672.0;-2976.0;-788.0;-774.0;1444
15;Ivleen;Orbrix;6932.0;-6420.0;-13948.0;-3008.0;612.0;204.0;1547
16;Ivleen;Orbrix;7164.0;-6240.0;-9728.0;-2976.0;1817.0;545.0;1650
17;Ivleen;Orbrix;7532.0;-6892.0;-9896.0;-2960.0;-226.0;186.0;1754
18;Ivleen;Orbrix;8492.0;-6916.0;-10916.0;-2992.0;190.0;-93.0;1856
19;Ivleen;Orbrix;6736.0;-6516.0;-10664.0;-2960.0;-419.0;40.0;1959
20;Ivleen;Orbrix;6340.0;-6600.0;-13580.0;-2992.0;1429.0;9372.0;2063
21;Ivleen;Orbrix;11744.0;-7464.0;-9640.0;-2992.0;320.0;6225.0;2165
22;Ivleen;Orbrix;10632.0;-7836.0;-7188.0;-2976.0;3138.0;-2226.0;2269
23;Ivleen;Orbrix;8708.0;-6796.0;-8356.0;-2976.0;-4472.0;-554.0;2372
24;Ivleen;Orbrix;11468.0;-7964.0;-10088.0;-2960.0;-1603.0;1719.0;2475
25;Ivleen;Orbrix;8660.0;-6220.0;-10072.0;-2976.0;-572.0;-2450.0;2578
26;Ivleen;Orbrix;9888.0;-5584.0;-9668.0;-2976.0;-780.0;5438.0;2681
27;Ivleen;Orbrix;9188.0;-6204.0;-11628.0;-2992.0;-821.0;2024.0;2785
28;Ivleen;Orbrix;13520.0;-7944.0;-14472.0;-2992.0;3082.0;2544.0;2888
29;Ivleen;Orbrix;11336.0;-6924.0;-3408.0;-3008.0;3310.0;-67.0;2991
30;Ivleen;Orbrix;11280.0;-5764.0;-5892.0;-2976.0;-2126.0;-2506.0;3094
31;Ivleen;Orbrix;9364.0;-6632.0;-6976.0;-2992.0;1255.0;3156.0;3197
32;Ivleen;Orbrix;14688.0;-7560.0;-17464.0;-2992.0;2767.0;-434.0;3300
33;Ivleen;Orbrix;24328.0;-13928.0;-11580.0;-2944.0;8570.0;-4167.0;3403
34;Ivleen;Orbrix;20940.0;-6100.0;-980.0;-2960.0;2495.0;-5056.0;3507
35;Ivleen;Orbrix;13844.0;-2128.0;4892.0;-2976.0;-4462.0;-4174.0;3610
36;Ivleen;Orbrix;-4044.0;628.0;-3592.0;-2992.0;-11803.0;-1997.0;3712
37;Ivleen;Orbrix;-7904.0;-584.0;-14024.0;-2992.0;-16511.0;2332.0;3816
38;Ivleen;Orbrix;-5824.0;-992.0;-11068.0;-3008.0;-10492.0;6302.0;3919
39;Ivleen;Orbrix;2556.0;-2628.0;-19568.0;-2960.0;-2639.0;4993.0;4023
40;Ivleen;Orbrix;15844.0;-2852.0;-19616.0;-2976.0;7944.0;-1271.0;4125
41;Ivleen;Orbrix;20056.0;-3452.0;-17244.0;-2992.0;9684.0;-3649.0;4229
42;Ivleen;Orbrix;12012.0;-3264.0;-8384.0;-2976.0;9166.0;-2727.0;4332
43;Ivleen;Orbrix;5440.0;-3312.0;-4228.0;-3008.0;5734.0;-416.0;4435
44;Ivleen;Orbrix;5180.0;-5828.0;-7740.0;-2992.0;-35.0;156.0;4538
45;Ivleen;Orbrix;5024.0;-6788.0;-9208.0;-2992.0;-1111.0;1154.0;4641
46;Ivleen;Orbrix;5336.0;-7684.0;-11896.0;-2992.0;1141.0;540.0;4745
47;Ivleen;Orbrix;4704.0;-7096.0;-6444.0;-3008.0;1046.0;276.0;4847
48;Ivleen;Orbrix;6636.0;-6744.0;-11520.0;-3008.0;-829.0;457.0;4950
49;Ivleen;Orbrix;6096.0;-6856.0;-11064.0;-2976.0;-344.0;658.0;5054
50;Ivleen;Orbrix;7336.0;-7032.0;-14032.0;-2976.0;-502.0;-290.0;5156
