id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Jefferson;orbrix;11776.0;-4796.0;-14824.0;-1840.0;2629.0;858.0;0
1;Jefferson;orbrix;6208.0;-4176.0;-7352.0;-1856.0;2024.0;-456.0;104
2;Jefferson;orbrix;4100.0;-3140.0;-3772.0;-1840.0;-7646.0;4223.0;206
3;Jefferson;orbrix;-6432.0;-1372.0;-4500.0;-1888.0;-14645.0;-4303.0;310
4;Jefferson;orbrix;-9020.0;820.0;-15008.0;-1856.0;-13891.0;-393.0;413
5;Jefferson;orbrix;-4896.0;2344.0;-23152.0;-1888.0;-8353.0;2.0;517
6;Jefferson;orbrix;2796.0;4272.0;-21224.0;-1872.0;372.0;1727.0;619
7;Jefferson;orbrix;4884.0;4460.0;-21532.0;-1856.0;10230.0;2341.0;722
8;Jefferson;orbrix;11324.0;3612.0;-14760.0;-1872.0;14073.0;1315.0;826
9;Jefferson;orbrix;9256.0;76.0;-8852.0;-1872.0;11868.0;257.0;929
10;Jefferson;orbrix;6768.0;-2844.0;-7484.0;-1888.0;4633.0;2216.0;1032
11;Jefferson;orbrix;2128.0;-3828.0;-9364.0;-1904.0;398.0;-30.0;1135
12;Jefferson;orbrix;884.0;-4612.0;-9676.0;-1856.0;-1648.0;221.0;1238
13;Jefferson;orbrix;-48.0;-5272.0;-13880.0;-1888.0;-647.0;-598.0;1342
14;Jefferson;orbrix;1084.0;-4808.0;-14136.0;-1888.0;439.0;-290.0;1444
15;Jefferson;orbrix;1496.0;-4968.0;-13512.0;-1872.0;258.0;-10.0;1548
16;Jefferson;orbrix;3120.0;-5380.0;-11500.0;-1856.0;331.0;-270.0;1651
17;Jefferson;orbrix;432.0;-5096.0;-13716.0;-1856.0;365.0;744.0;1755
18;Jefferson;orbrix;156.0;-5620.0;-12744.0;-1904.0;618.0;-47.0;1857
19;Jefferson;orbrix;2188.0;-5824.0;-10908.0;-1856.0;334.0;-748.0;1960
20;Jefferson;orbrix;92.0;-5464.0;-12168.0;-1872.0;-186.0;214.0;2064
21;Jefferson;orbrix;1772.0;-5220.0;-14252.0;-1888.0;-4.0;696.0;2167
22;Jefferson;orbrix;1368.0;-5012.0;-13048.0;-1888.0;-677.0;109.0;2270
23;Jefferson;orbrix;1724.0;-5308.0;-12096.0;-1872.0;-376.0;18.0;2373
24;Jefferson;orbrix;2560.0;-5052.0;-12840.0;-1856.0;-204.0;55.0;2476
25;Jefferson;orbrix;2180.0;-4868.0;-13580.0;-1872.0;-145.0;554.0;2579
26;Jefferson;orbrix;2556.0;-5056.0;-11888.0;-1856.0;-483.0;142.0;2682
27;Jefferson;orbrix;2148.0;-4712.0;-13736.0;-1888.0;45.0;-285.0;2786
28;Jefferson;orbrix;2504.0;-4964.0;-13100.0;-1840.0;-323.0;320.0;2889
