id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;;;-1036.0;-1332.0;-18488.0;-2464.0;-2492.0;203.0;0
1;;;-240.0;-1220.0;-14848.0;-2448.0;-1824.0;779.0;103
2;;;824.0;-736.0;-14064.0;-2480.0;-334.0;257.0;205
3;;;1052.0;-2104.0;-16884.0;-2432.0;-875.0;337.0;309
4;;;-1752.0;-2088.0;-23392.0;-2432.0;8034.0;6371.0;412
5;;;-5136.0;-4152.0;-22340.0;-2432.0;10470.0;8176.0;516
6;;;4012.0;-1852.0;-3812.0;-2432.0;7211.0;-65.0;618
7;;;4812.0;-1740.0;536.0;-2432.0;3008.0;-5934.0;722
8;;;10500.0;-2748.0;-13152.0;-2432.0;-3324.0;-3398.0;825
9;;;11812.0;-1472.0;-16660.0;-2432.0;-1690.0;1165.0;927
10;;;7732.0;-2700.0;-10968.0;-2432.0;2983.0;1224.0;1031
11;;;-8608.0;-6776.0;-10728.0;-2464.0;3999.0;-417.0;1134
12;;;-11280.0;-6080.0;-3896.0;-2464.0;-685.0;641.0;1238
13;;;-2164.0;-2696.0;-256.0;-2432.0;-6303.0;-910.0;1340
14;;;536.0;528.0;-9180.0;-2432.0;-10644.0;-1714.0;1444
15;;;7100.0;-2012.0;-18932.0;-2432.0;-10464.0;-7811.0;1547
16;;;1864.0;-1276.0;-26420.0;-2432.0;-5597.0;-3746.0;1650
17;;;-8548.0;-1196.0;-18264.0;-2432.0;2055.0;-924.0;1753
18;;;-11208.0;-592.0;-13116.0;-2432.0;810.0;3369.0;1856
19;;;1532.0;2616.0;-15160.0;-2432.0;-1192.0;2796.0;1960
20;;;7248.0;3396.0;-13188.0;-2432.0;2687.0;-40.0;2062
21;;;9376.0;3088.0;-11148.0;-2416.0;5.0;-2109.0;2165
22;;;9416.0;1668.0;-14380.0;-2448.0;232.0;1063.0;2269
23;;;2028.0;884.0;-14108.0;-2464.0;-1525.0;1972.0;2371
24;;;264.0;868.0;-12560.0;-2464.0;-951.0;-22.0;2475
25;;;-680.0;248.0;-11696.0;-2448.0;1524.0;-2528.0;2578
26;;;-328.0;320.0;-12540.0;-2432.0;35.0;-2537.0;2680
27;;;-2560.0;20.0;-13100.0;-2432.0;1276.0;-2468.0;2784
28;;;-1012.0;516.0;-14828.0;-2448.0;-5.0;-1432.0;2887
