id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;;;-1264.0;-3740.0;-15120.0;-2464.0;-1768.0;558.0;0
1;;;-1932.0;-3792.0;-10824.0;-2448.0;404.0;-596.0;103
2;;;560.0;-3804.0;-11984.0;-2448.0;-412.0;-224.0;207
3;;;476.0;-5676.0;-21752.0;-2480.0;-58.0;1410.0;310
4;;;7860.0;-4372.0;-25172.0;-2448.0;6247.0;6800.0;413
5;;;9296.0;-900.0;-16784.0;-2432.0;14056.0;9886.0;516
6;;;10532.0;-1052.0;-4184.0;-2464.0;10760.0;8436.0;620
7;;;9920.0;-688.0;1500.0;-2448.0;3182.0;8585.0;723
8;;;1068.0;-2016.0;-2672.0;-2480.0;-3723.0;5015.0;826
9;;;-8768.0;-3712.0;-1224.0;-2432.0;-8463.0;2225.0;929
10;;;-4628.0;-5768.0;-8376.0;-2448.0;-17058.0;-4851.0;1032
11;;;-8708.0;-3976.0;-14632.0;-2432.0;-14488.0;-3792.0;1136
12;;;-13416.0;-1776.0;-18404.0;-2448.0;-12771.0;-4807.0;1239
13;;;-7668.0;2716.0;-17300.0;-2432.0;-8746.0;-3715.0;1343
14;;;5320.0;4828.0;-22984.0;-2480.0;-2567.0;1857.0;1445
15;;;8204.0;5200.0;-23188.0;-2416.0;7645.0;1593.0;1548
16;;;9556.0;3112.0;-12440.0;-2464.0;14442.0;3938.0;1652
17;;;1464.0;-1408.0;-28.0;-2448.0;4372.0;4268.0;1755
18;;;240.0;-3864.0;-12628.0;-2480.0;492.0;58.0;1858
19;;;-1132.0;-4972.0;-16988.0;-2464.0;-932.0;-565.0;1961
20;;;-456.0;-5312.0;-13596.0;-2448.0;-1210.0;1867.0;2064
21;;;-2036.0;-4964.0;-10716.0;-2416.0;369.0;320.0;2168
22;;;-2636.0;-4956.0;-12852.0;-2464.0;491.0;-2047.0;2270
