id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;;;-4040.0;-4072.0;-10448.0;-2448.0;-1639.0;860.0;0
1;;;-3060.0;-3640.0;-11216.0;-2448.0;-3588.0;1290.0;104
2;;;-532.0;-2380.0;-14236.0;-2432.0;-1865.0;1077.0;206
3;;;-516.0;-2612.0;-15624.0;-2432.0;-1179.0;166.0;310
4;;;2088.0;-2292.0;-18860.0;-2464.0;318.0;89.0;413
5;;;2536.0;-3180.0;-22880.0;-2416.0;6992.0;5814.0;516
6;;;1828.0;-3264.0;-14988.0;-2432.0;10523.0;10587.0;619
7;;;-704.0;-6056.0;-3828.0;-2432.0;13297.0;7708.0;722
8;;;-6852.0;-6352.0;-13548.0;-2432.0;6590.0;10623.0;826
9;;;2416.0;-5512.0;-7340.0;-2416.0;-4030.0;9658.0;929
10;;;4616.0;-2944.0;2728.0;-2432.0;-2261.0;-657.0;1032
11;;;4864.0;-852.0;-4428.0;-2432.0;-10291.0;-3410.0;1135
12;;;5668.0;-2220.0;-4652.0;-2432.0;-12896.0;-8421.0;1238
13;;;-5260.0;-776.0;-27048.0;-2432.0;-13462.0;-7061.0;1341
14;;;-6568.0;-2608.0;-18556.0;-2432.0;-5433.0;-6091.0;1444
15;;;-9740.0;-1124.0;-19720.0;-2464.0;-2488.0;-3500.0;1548
16;;;-15340.0;-224.0;-16464.0;-2464.0;3568.0;-2438.0;1651
17;;;-6220.0;2604.0;-11812.0;-2432.0;2385.0;37.0;1753
18;;;1992.0;3400.0;-11772.0;-2464.0;3581.0;2249.0;1857
19;;;9032.0;3956.0;-13092.0;-2448.0;757.0;2003.0;1960
20;;;12324.0;2696.0;-10448.0;-2464.0;1415.0;1837.0;2063
21;;;8964.0;1052.0;-11000.0;-2432.0;-1576.0;4359.0;2166
22;;;3800.0;608.0;-15716.0;-2432.0;-1065.0;3508.0;2270
23;;;2524.0;-1168.0;-12992.0;-2464.0;450.0;3023.0;2373
24;;;764.0;-1172.0;-12740.0;-2464.0;-326.0;2087.0;2475
25;;;2212.0;-860.0;-11132.0;-2432.0;-150.0;422.0;2579
26;;;4224.0;-1092.0;-13464.0;-2432.0;1089.0;-1903.0;2682
