id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Fred;threnix;10196.0;-5168.0;-9576.0;-3040.0;-93.0;-574.0;0
1;Fred;threnix;11232.0;-4820.0;-9896.0;-3056.0;67.0;-170.0;104
2;Fred;threnix;9540.0;-4684.0;-9576.0;-3072.0;-101.0;476.0;206
3;Fred;threnix;10172.0;-5040.0;-10300.0;-3072.0;-907.0;581.0;309
4;Fred;threnix;13392.0;-4812.0;-12424.0;-3040.0;365.0;385.0;413
5;Fred;threnix;17956.0;-5152.0;-14272.0;-3024.0;1596.0;3430.0;516
6;Fred;threnix;16748.0;-5440.0;-13596.0;-3040.0;4975.0;4548.0;619
7;Fred;threnix;12084.0;-6480.0;-8540.0;-3056.0;3741.0;3175.0;722
8;Fred;threnix;6848.0;-6088.0;-8580.0;-3040.0;5116.0;4029.0;826
9;Fred;threnix;6388.0;-8400.0;-3952.0;-3008.0;4472.0;3364.0;929
10;Fred;threnix;5668.0;-10228.0;-3560.0;-3024.0;2492.0;688.0;1031
11;Fred;threnix;3012.0;-11228.0;-496.0;-3040.0;938.0;704.0;1135
12;Fred;threnix;2552.0;-12628.0;-2420.0;-3024.0;-2267.0;3124.0;1238
13;Fred;threnix;2880.0;-10832.0;-1940.0;-3008.0;-4434.0;158.0;1342
14;Fred;threnix;5184.0;-8060.0;-1840.0;-3040.0;-6652.0;-3468.0;1445
15;Fred;threnix;9156.0;-6256.0;-9920.0;-3040.0;-10080.0;-7386.0;1547
16;Fred;threnix;11412.0;-5664.0;-11664.0;-3056.0;-9808.0;-3584.0;1651
17;Fred;threnix;8516.0;-5392.0;-20872.0;-3008.0;-8360.0;-720.0;1754
18;Fred;threnix;6336.0;-2908.0;-25376.0;-3040.0;927.0;-967.0;1858
19;Fred;threnix;3396.0;-2908.0;-15740.0;-3040.0;7071.0;-1244.0;1960
20;Fred;threnix;824.0;-3180.0;-5236.0;-3040.0;6456.0;-2009.0;2064
21;Fred;threnix;5448.0;-2564.0;-6448.0;-3024.0;5547.0;483.0;2167
22;Fred;threnix;21972.0;-4224.0;-7700.0;-3040.0;3160.0;-662.0;2270
23;Fred;threnix;20012.0;-4840.0;-6716.0;-3056.0;-102.0;-213.0;2374
24;Fred;threnix;10536.0;-4260.0;-9564.0;-3072.0;-73.0;1355.0;2476
25;Fred;threnix;8392.0;-4660.0;-9388.0;-2992.0;342.0;1363.0;2580
26;Fred;threnix;8604.0;-5148.0;-10440.0;-3056.0;-51.0;-347.0;2683
27;Fred;threnix;10036.0;-4720.0;-10000.0;-3024.0;22.0;26.0;2785
