id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ivleen;threnix;876.0;-3352.0;-12980.0;-3024.0;256.0;106.0;0
1;Ivleen;threnix;1280.0;-3092.0;-16088.0;-3008.0;1094.0;-311.0;103
2;Ivleen;threnix;96.0;-3184.0;-14460.0;-2976.0;512.0;-349.0;206
3;Ivleen;threnix;1244.0;-3208.0;-11588.0;-3024.0;-881.0;22.0;310
4;Ivleen;threnix;3944.0;-8312.0;-19576.0;-2992.0;2232.0;-2923.0;413
5;Ivleen;threnix;-4080.0;-8136.0;-31300.0;-2976.0;16713.0;-6968.0;515
6;Ivleen;threnix;3664.0;-2112.0;-3500.0;-2992.0;11031.0;-7828.0;619
7;Ivleen;threnix;-64.0;-1252.0;16228.0;-3008.0;4010.0;-70.0;722
8;Ivleen;threnix;10084.0;-2112.0;820.0;-2992.0;-7188.0;3707.0;826
9;Ivleen;threnix;-3448.0;-1500.0;-15080.0;-2976.0;-11736.0;6732.0;928
10;Ivleen;threnix;-2500.0;-768.0;-19720.0;-2960.0;-10275.0;5728.0;1032
11;Ivleen;threnix;-1240.0;-2108.0;-23292.0;-2960.0;-5224.0;6603.0;1135
12;Ivleen;threnix;-7420.0;160.0;-21500.0;-3008.0;1810.0;2390.0;1238
13;Ivleen;threnix;-6880.0;2696.0;-12132.0;-2960.0;1657.0;-1050.0;1342
14;Ivleen;threnix;7560.0;740.0;-15792.0;-3008.0;1412.0;-1308.0;1444
15;Ivleen;threnix;11704.0;-2248.0;-10952.0;-3008.0;501.0;-3880.0;1548
16;Ivleen;threnix;5928.0;-3492.0;-13256.0;-2960.0;1203.0;-654.0;1651
17;Ivleen;threnix;-2956.0;-2564.0;-12860.0;-3008.0;1052.0;-901.0;1755
18;Ivleen;threnix;-8.0;-2936.0;-12392.0;-2976.0;-96.0;-86.0;1857
19;Ivleen;threnix;1004.0;-2976.0;-12952.0;-2976.0;1013.0;-208.0;1960
