id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Fred;threnix;11044.0;-4480.0;-10060.0;-3024.0;354.0;-63.0;0
1;Fred;threnix;10940.0;-4532.0;-9540.0;-3040.0;129.0;417.0;104
2;Fred;threnix;11588.0;-4608.0;-9772.0;-3040.0;174.0;-30.0;207
3;Fred;threnix;10404.0;-4536.0;-9924.0;-3056.0;-93.0;-102.0;311
4;Fred;threnix;10660.0;-4488.0;-10136.0;-3024.0;-43.0;208.0;413
5;Fred;threnix;12084.0;-4544.0;-9596.0;-3040.0;-629.0;-325.0;517
6;Fred;threnix;14956.0;-5812.0;-14684.0;-3008.0;700.0;-266.0;620
7;Fred;threnix;15212.0;-4820.0;-15880.0;-3072.0;4239.0;3247.0;723
8;Fred;threnix;14620.0;-4696.0;-13884.0;-3024.0;5907.0;4135.0;826
9;Fred;threnix;5448.0;-5072.0;-5484.0;-3040.0;6721.0;2670.0;929
10;Fred;threnix;840.0;-9432.0;-3304.0;-3056.0;4415.0;808.0;1033
11;Fred;threnix;1176.0;-11424.0;-3348.0;-3072.0;916.0;219.0;1136
12;Fred;threnix;4088.0;-12300.0;-7216.0;-3056.0;337.0;-983.0;1239
13;Fred;threnix;1624.0;-11136.0;-2140.0;-3072.0;-546.0;-1700.0;1342
14;Fred;threnix;-60.0;-9704.0;1384.0;-3040.0;-4559.0;-2714.0;1445
15;Fred;threnix;652.0;-8768.0;-5112.0;-3056.0;-8188.0;-3924.0;1549
16;Fred;threnix;9336.0;-4328.0;-15264.0;-3040.0;-12365.0;-5111.0;1651
17;Fred;threnix;23612.0;-5400.0;-19340.0;-3040.0;-9679.0;-619.0;1755
18;Fred;threnix;5060.0;-3024.0;-19816.0;-3056.0;-1725.0;1262.0;1858
19;Fred;threnix;1012.0;-2704.0;-14964.0;-3040.0;6989.0;211.0;1961
20;Fred;threnix;7184.0;-4308.0;-11612.0;-3024.0;7445.0;-1581.0;2065
21;Fred;threnix;7980.0;-3892.0;-5360.0;-3040.0;5987.0;-1572.0;2167
22;Fred;threnix;15352.0;-6028.0;-4940.0;-3056.0;1647.0;-892.0;2271
23;Fred;threnix;13384.0;-5904.0;-9804.0;-3040.0;-1813.0;486.0;2374
24;Fred;threnix;7440.0;-4916.0;-8724.0;-3088.0;-371.0;426.0;2478
25;Fred;threnix;9408.0;-5276.0;-11336.0;-3104.0;337.0;-39.0;2580
26;Fred;threnix;8668.0;-5248.0;-9852.0;-3040.0;278.0;-199.0;2683
27;Fred;threnix;9808.0;-5332.0;-9668.0;-3040.0;103.0;-397.0;2787
28;Fred;threnix;9628.0;-5368.0;-11312.0;-3056.0;-278.0;-139.0;2890
