id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ivleen;threnix;1280.0;-3176.0;-12788.0;-3024.0;94.0;196.0;0
1;Ivleen;threnix;980.0;-3080.0;-12208.0;-2976.0;-146.0;268.0;103
2;Ivleen;threnix;3216.0;-5864.0;-22920.0;-2992.0;2414.0;-2327.0;206
3;Ivleen;threnix;-3604.0;-7692.0;-30156.0;-2976.0;10288.0;-4817.0;309
4;Ivleen;threnix;464.0;-2892.0;-2604.0;-2976.0;19511.0;-4372.0;412
5;Ivleen;threnix;1056.0;-2752.0;-4688.0;-2992.0;7513.0;-803.0;516
6;Ivleen;threnix;5104.0;-3424.0;1388.0;-3008.0;-7585.0;3385.0;618
7;Ivleen;threnix;4784.0;-3476.0;-13272.0;-2976.0;-10050.0;6662.0;722
8;Ivleen;threnix;-5908.0;-1164.0;-16976.0;-3008.0;-9571.0;9643.0;825
9;Ivleen;threnix;-5924.0;-848.0;-24288.0;-2960.0;-2099.0;4308.0;928
10;Ivleen;threnix;-3840.0;732.0;-13224.0;-2976.0;473.0;1135.0;1032
11;Ivleen;threnix;-1124.0;36.0;-17740.0;-2992.0;1742.0;877.0;1134
12;Ivleen;threnix;12036.0;-3792.0;-10312.0;-2944.0;339.0;51.0;1238
13;Ivleen;threnix;8096.0;-3624.0;-14908.0;-3008.0;609.0;1913.0;1341
14;Ivleen;threnix;1972.0;-3460.0;-13676.0;-2992.0;569.0;1356.0;1445
15;Ivleen;threnix;1708.0;-2392.0;-13412.0;-2976.0;1157.0;606.0;1547
16;Ivleen;threnix;2520.0;-2936.0;-12664.0;-3024.0;22.0;405.0;1650
17;Ivleen;threnix;2580.0;-2900.0;-13248.0;-3008.0;-10.0;-45.0;1754
