id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Jefferson;threnix;-2044.0;-2304.0;-13336.0;-1888.0;232.0;307.0;0
1;Jefferson;threnix;-1544.0;-2056.0;-13624.0;-1904.0;-412.0;220.0;102
2;Jefferson;threnix;-1248.0;-2016.0;-13132.0;-1888.0;-629.0;470.0;206
3;Jefferson;threnix;-776.0;-2048.0;-12976.0;-1872.0;-591.0;497.0;309
4;Jefferson;threnix;-816.0;-1996.0;-13376.0;-1872.0;-719.0;414.0;412
5;Jefferson;threnix;-1100.0;-1660.0;-13344.0;-1888.0;-408.0;511.0;515
6;Jefferson;threnix;-412.0;-1624.0;-14340.0;-1904.0;-151.0;483.0;618
7;Jefferson;threnix;1900.0;-1712.0;-15504.0;-1872.0;671.0;715.0;721
8;Jefferson;threnix;2840.0;-1900.0;-20944.0;-1888.0;3506.0;1527.0;824
9;Jefferson;threnix;-916.0;-2336.0;-21888.0;-1872.0;10987.0;3171.0;928
10;Jefferson;threnix;-744.0;-4320.0;-9916.0;-1872.0;10707.0;6678.0;1031
11;Jefferson;threnix;-52.0;-6448.0;-8536.0;-1888.0;12229.0;5980.0;1133
12;Jefferson;threnix;-2488.0;-7440.0;784.0;-1904.0;14061.0;5995.0;1237
13;Jefferson;threnix;2636.0;-5824.0;2188.0;-1856.0;-7216.0;2744.0;1340
14;Jefferson;threnix;2124.0;-5288.0;-6520.0;-1856.0;-11305.0;-1475.0;1443
15;Jefferson;threnix;4672.0;-3668.0;-14328.0;-1888.0;-14481.0;6693.0;1546
16;Jefferson;threnix;-3872.0;-4084.0;-13564.0;-1872.0;-9609.0;-1158.0;1650
17;Jefferson;threnix;-7296.0;-4328.0;-22492.0;-1872.0;-6634.0;-1804.0;1753
18;Jefferson;threnix;-10712.0;-4324.0;-22588.0;-1888.0;588.0;-35.0;1855
19;Jefferson;threnix;-9856.0;-2984.0;-9184.0;-1904.0;2528.0;1480.0;1959
20;Jefferson;threnix;-164.0;-944.0;-9452.0;-1888.0;-793.0;899.0;2062
21;Jefferson;threnix;4516.0;168.0;-12956.0;-1856.0;-3215.0;579.0;2166
22;Jefferson;threnix;8096.0;1380.0;-14864.0;-1872.0;-2800.0;-234.0;2268
23;Jefferson;threnix;7700.0;232.0;-14724.0;-1888.0;-250.0;48.0;2371
24;Jefferson;threnix;540.0;-1104.0;-13780.0;-1872.0;157.0;34.0;2475
25;Jefferson;threnix;-888.0;-1424.0;-14136.0;-1872.0;-98.0;328.0;2577
26;Jefferson;threnix;-808.0;-1508.0;-12068.0;-1888.0;238.0;-566.0;2681
27;Jefferson;threnix;592.0;-1476.0;-13084.0;-1920.0;313.0;-866.0;2784
28;Jefferson;threnix;872.0;-1620.0;-13612.0;-1872.0;683.0;-553.0;2887
29;Jefferson;threnix;2108.0;-1608.0;-14084.0;-1856.0;5.0;-124.0;2990
30;Jefferson;threnix;1608.0;-1540.0;-14016.0;-1888.0;-71.0;295.0;3093
31;Jefferson;threnix;956.0;-1644.0;-12676.0;-1888.0;-106.0;208.0;3196
32;Jefferson;threnix;8.0;-1656.0;-13876.0;-1872.0;32.0;-150.0;3299
