id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ivleen;threnix;-1808.0;-3524.0;-15124.0;-2944.0;-651.0;720.0;0
1;Ivleen;threnix;-2184.0;-3740.0;-12836.0;-3008.0;59.0;419.0;102
2;Ivleen;threnix;-2928.0;-3568.0;-12924.0;-2976.0;365.0;-585.0;206
3;Ivleen;threnix;-1808.0;-3876.0;-12960.0;-2976.0;441.0;-370.0;309
4;Ivleen;threnix;-388.0;-7116.0;-16436.0;-2992.0;664.0;-735.0;412
5;Ivleen;threnix;-2144.0;-8636.0;-32768.0;-2992.0;13584.0;-6078.0;515
6;Ivleen;threnix;-1808.0;-1564.0;-5720.0;-3008.0;16335.0;-6597.0;619
7;Ivleen;threnix;264.0;-4860.0;-4168.0;-2976.0;3764.0;-1355.0;722
8;Ivleen;threnix;284.0;-4392.0;-1500.0;-2992.0;-1184.0;2992.0;824
9;Ivleen;threnix;-5216.0;-1108.0;1640.0;-2992.0;-15688.0;7864.0;928
10;Ivleen;threnix;-1736.0;-2188.0;-15804.0;-2944.0;-10560.0;8361.0;1031
11;Ivleen;threnix;-15132.0;-824.0;-21840.0;-2992.0;-4453.0;4854.0;1134
12;Ivleen;threnix;-13740.0;368.0;-20420.0;-2976.0;1531.0;-43.0;1237
13;Ivleen;threnix;19016.0;-5780.0;-10860.0;-3008.0;-903.0;-3599.0;1340
14;Ivleen;threnix;-1192.0;-5120.0;-10328.0;-3024.0;-1312.0;-530.0;1444
15;Ivleen;threnix;760.0;-3408.0;-10952.0;-2976.0;-350.0;45.0;1546
16;Ivleen;threnix;560.0;-3428.0;-8652.0;-2976.0;316.0;706.0;1650
17;Ivleen;threnix;316.0;-3884.0;-11388.0;-2992.0;-306.0;11.0;1753
