id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Jefferson;Quadrix;-1404.0;-196.0;-12636.0;-1792.0;418.0;176.0;0
1;Jefferson;Quadrix;-1612.0;-372.0;-12792.0;-1792.0;-212.0;597.0;104
2;Jefferson;Quadrix;-1996.0;-876.0;-14440.0;-1776.0;-834.0;956.0;207
3;Jefferson;Quadrix;-2084.0;-296.0;-25204.0;-1792.0;4370.0;3338.0;309
4;Jefferson;Quadrix;996.0;-552.0;-20272.0;-1808.0;11096.0;4301.0;413
5;Jefferson;Quadrix;1124.0;-3048.0;-9232.0;-1760.0;13758.0;2890.0;516
6;Jefferson;Quadrix;-2092.0;-3924.0;-68.0;-1776.0;5092.0;3910.0;619
7;Jefferson;Quadrix;9424.0;-4772.0;-8852.0;-1792.0;-2200.0;2447.0;722
8;Jefferson;Quadrix;10756.0;-3960.0;-16996.0;-1776.0;1209.0;565.0;826
9;Jefferson;Quadrix;2756.0;-5316.0;-10972.0;-1792.0;3563.0;410.0;928
10;Jefferson;Quadrix;-6924.0;-7264.0;-7936.0;-1808.0;2802.0;554.0;1031
11;Jefferson;Quadrix;-8028.0;-5472.0;-2548.0;-1760.0;-1036.0;1840.0;1135
12;Jefferson;Quadrix;-904.0;-3060.0;-3568.0;-1808.0;-6424.0;1214.0;1238
13;Jefferson;Quadrix;1920.0;-4244.0;-10504.0;-1760.0;-13783.0;-1226.0;1341
14;Jefferson;Quadrix;-1576.0;-2432.0;-18596.0;-1792.0;-9540.0;-1059.0;1444
15;Jefferson;Quadrix;-3564.0;-1880.0;-20772.0;-1792.0;-5243.0;-1534.0;1547
16;Jefferson;Quadrix;-9912.0;-1264.0;-17644.0;-1776.0;983.0;1493.0;1651
17;Jefferson;Quadrix;-6656.0;-188.0;-11236.0;-1760.0;-1221.0;2423.0;1753
18;Jefferson;Quadrix;-1308.0;512.0;-8988.0;-1808.0;-1470.0;971.0;1857
19;Jefferson;Quadrix;6776.0;1976.0;-15336.0;-1792.0;-477.0;-584.0;1960
20;Jefferson;Quadrix;2232.0;932.0;-17284.0;-1744.0;203.0;-176.0;2063
21;Jefferson;Quadrix;2688.0;-124.0;-11472.0;-1808.0;-628.0;369.0;2166
22;Jefferson;Quadrix;-1488.0;-412.0;-13420.0;-1760.0;197.0;231.0;2269
23;Jefferson;Quadrix;-2200.0;-1176.0;-13428.0;-1792.0;-740.0;-248.0;2372
24;Jefferson;Quadrix;-1820.0;-636.0;-13684.0;-1776.0;-554.0;252.0;2475
