id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Jefferson;Quadrix;812.0;-5180.0;-13264.0;-1792.0;-280.0;158.0;0
1;Jefferson;Quadrix;2212.0;-5108.0;-11716.0;-1808.0;71.0;235.0;103
2;Jefferson;Quadrix;2436.0;-4800.0;-14332.0;-1760.0;429.0;292.0;206
3;Jefferson;Quadrix;6616.0;-4008.0;-13256.0;-1824.0;328.0;-445.0;310
4;Jefferson;Quadrix;10372.0;-1660.0;-14328.0;-1808.0;2154.0;-2280.0;412
5;Jefferson;Quadrix;3508.0;-3380.0;-13904.0;-1760.0;3562.0;-2237.0;515
6;Jefferson;Quadrix;-6316.0;-5496.0;-8180.0;-1808.0;2623.0;-1827.0;619
7;Jefferson;Quadrix;-10640.0;-4708.0;-5960.0;-1792.0;1927.0;-753.0;722
8;Jefferson;Quadrix;860.0;-2616.0;584.0;-1808.0;-6927.0;124.0;825
9;Jefferson;Quadrix;-1544.0;-760.0;-6724.0;-1760.0;-12112.0;-3630.0;928
10;Jefferson;Quadrix;-10924.0;968.0;-25636.0;-1776.0;-15335.0;-2406.0;1031
11;Jefferson;Quadrix;-15240.0;1796.0;-27036.0;-1760.0;-4526.0;-226.0;1135
12;Jefferson;Quadrix;-18356.0;1960.0;-10000.0;-1776.0;3994.0;2383.0;1237
13;Jefferson;Quadrix;-9200.0;3368.0;-6344.0;-1808.0;-1878.0;4519.0;1341
14;Jefferson;Quadrix;4560.0;3948.0;-10220.0;-1792.0;-3434.0;2290.0;1444
15;Jefferson;Quadrix;6728.0;4292.0;-20188.0;-1792.0;-3575.0;1669.0;1547
16;Jefferson;Quadrix;-1832.0;3764.0;-28772.0;-1792.0;5655.0;4541.0;1650
17;Jefferson;Quadrix;-2376.0;-92.0;-17504.0;-1776.0;14758.0;5360.0;1753
18;Jefferson;Quadrix;568.0;-220.0;-2520.0;-1792.0;12394.0;4456.0;1857
19;Jefferson;Quadrix;312.0;-3340.0;-4452.0;-1808.0;2807.0;1750.0;1959
20;Jefferson;Quadrix;2204.0;-4976.0;-10476.0;-1776.0;-1407.0;572.0;2063
21;Jefferson;Quadrix;676.0;-5304.0;-12248.0;-1824.0;-1616.0;-11.0;2166
22;Jefferson;Quadrix;348.0;-4880.0;-13444.0;-1744.0;-1582.0;400.0;2268
23;Jefferson;Quadrix;1252.0;-4740.0;-15128.0;-1824.0;226.0;245.0;2372
24;Jefferson;Quadrix;180.0;-4660.0;-11848.0;-1808.0;796.0;204.0;2475
