id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Jefferson;Quadrix;1712.0;-5428.0;-12112.0;-1760.0;106.0;153.0;0
1;Jefferson;Quadrix;3108.0;-5396.0;-12256.0;-1760.0;-63.0;343.0;103
2;Jefferson;Quadrix;984.0;-5172.0;-13028.0;-1760.0;99.0;137.0;206
3;Jefferson;Quadrix;824.0;-5452.0;-13848.0;-1808.0;-432.0;484.0;309
4;Jefferson;Quadrix;4452.0;-4152.0;-14544.0;-1808.0;452.0;-1031.0;412
5;Jefferson;Quadrix;11740.0;-1428.0;-21168.0;-1792.0;3695.0;-588.0;516
6;Jefferson;Quadrix;1344.0;-5196.0;-8720.0;-1776.0;4595.0;-2092.0;618
7;Jefferson;Quadrix;-5316.0;-6640.0;-12784.0;-1760.0;2111.0;-565.0;722
8;Jefferson;Quadrix;-7520.0;-5956.0;-7472.0;-1776.0;2870.0;1307.0;825
9;Jefferson;Quadrix;-276.0;-4716.0;-3560.0;-1792.0;-3052.0;1901.0;927
10;Jefferson;Quadrix;552.0;-2588.0;-2684.0;-1776.0;-7729.0;-1712.0;1031
11;Jefferson;Quadrix;-1228.0;-1780.0;-13576.0;-1760.0;-14522.0;-2157.0;1134
12;Jefferson;Quadrix;-8896.0;464.0;-24388.0;-1728.0;-12654.0;-1297.0;1238
13;Jefferson;Quadrix;-12128.0;1244.0;-19744.0;-1776.0;-1158.0;568.0;1340
14;Jefferson;Quadrix;-13608.0;1808.0;-10048.0;-1792.0;2816.0;1632.0;1444
15;Jefferson;Quadrix;-4488.0;1608.0;-8348.0;-1808.0;-248.0;2659.0;1547
16;Jefferson;Quadrix;3580.0;3244.0;-12816.0;-1760.0;-3501.0;2538.0;1650
17;Jefferson;Quadrix;9396.0;3800.0;-14668.0;-1776.0;-2166.0;1181.0;1753
18;Jefferson;Quadrix;3556.0;2216.0;-24980.0;-1760.0;2390.0;2295.0;1856
19;Jefferson;Quadrix;-2912.0;476.0;-20960.0;-1776.0;10797.0;3552.0;1960
20;Jefferson;Quadrix;1388.0;-2820.0;-11100.0;-1792.0;11517.0;4043.0;2062
21;Jefferson;Quadrix;-1132.0;-2904.0;-3536.0;-1776.0;6801.0;1816.0;2165
22;Jefferson;Quadrix;-140.0;-5224.0;-5600.0;-1792.0;184.0;319.0;2269
23;Jefferson;Quadrix;272.0;-5136.0;-14368.0;-1792.0;-1832.0;-502.0;2372
24;Jefferson;Quadrix;-248.0;-5444.0;-13268.0;-1744.0;-37.0;227.0;2475
25;Jefferson;Quadrix;1052.0;-5480.0;-14572.0;-1760.0;319.0;353.0;2578
26;Jefferson;Quadrix;1328.0;-5268.0;-12640.0;-1760.0;776.0;483.0;2682
