id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ivleen;Quadrix;15092.0;-4060.0;-4556.0;-3040.0;120.0;-139.0;0
1;Ivleen;Quadrix;14904.0;-4324.0;-4132.0;-3008.0;155.0;-134.0;103
2;Ivleen;Quadrix;13128.0;-4412.0;-4348.0;-2992.0;-650.0;-227.0;206
3;Ivleen;Quadrix;28444.0;-8244.0;-10552.0;-3008.0;337.0;-256.0;310
4;Ivleen;Quadrix;12900.0;-5192.0;-7580.0;-3008.0;10100.0;-1020.0;413
5;Ivleen;Quadrix;6748.0;-2476.0;6268.0;-3024.0;1004.0;184.0;515
6;Ivleen;Quadrix;21928.0;-6172.0;8164.0;-2992.0;-8847.0;124.0;619
7;Ivleen;Quadrix;5432.0;-3544.0;-24968.0;-3008.0;-11742.0;-2110.0;722
8;Ivleen;Quadrix;4200.0;-3084.0;-3048.0;-3024.0;-389.0;-864.0;825
9;Ivleen;Quadrix;8228.0;-2216.0;-2792.0;-3024.0;-4494.0;5015.0;928
10;Ivleen;Quadrix;17020.0;-6400.0;-9692.0;-3008.0;-11185.0;2519.0;1031
11;Ivleen;Quadrix;15332.0;-4352.0;-20224.0;-3008.0;4265.0;1905.0;1135
12;Ivleen;Quadrix;704.0;-576.0;-13748.0;-3008.0;9032.0;-716.0;1237
13;Ivleen;Quadrix;26176.0;-2408.0;6492.0;-3008.0;11514.0;1232.0;1341
14;Ivleen;Quadrix;21680.0;-2536.0;-2320.0;-2992.0;868.0;-411.0;1444
15;Ivleen;Quadrix;17200.0;-3120.0;-3380.0;-2992.0;389.0;1101.0;1547
16;Ivleen;Quadrix;14256.0;-3684.0;-3628.0;-3008.0;-513.0;1151.0;1650
17;Ivleen;Quadrix;14372.0;-3748.0;-6088.0;-2992.0;340.0;84.0;1753
18;Ivleen;Quadrix;14068.0;-3572.0;-5876.0;-2992.0;147.0;-1139.0;1857
19;Ivleen;Quadrix;14556.0;-3468.0;-6800.0;-3008.0;706.0;780.0;1959
20;Ivleen;Quadrix;14348.0;-3480.0;-5364.0;-3008.0;430.0;686.0;2063
