id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ivleen;Quadrix;11936.0;-3928.0;-8432.0;-3008.0;280.0;-363.0;0
1;Ivleen;Quadrix;11964.0;-3736.0;-8332.0;-2992.0;351.0;47.0;103
2;Ivleen;Quadrix;11728.0;-4104.0;-7352.0;-2960.0;-140.0;251.0;206
3;Ivleen;Quadrix;12884.0;-3900.0;-8976.0;-3024.0;-340.0;-410.0;309
4;Ivleen;Quadrix;11988.0;-3860.0;-8652.0;-2992.0;-426.0;-87.0;413
5;Ivleen;Quadrix;12292.0;-3416.0;-7836.0;-3008.0;174.0;-312.0;516
6;Ivleen;Quadrix;12804.0;-4096.0;-8968.0;-3008.0;159.0;-315.0;618
7;Ivleen;Quadrix;25388.0;-13100.0;-13992.0;-3008.0;527.0;-4259.0;722
8;Ivleen;Quadrix;18228.0;-2924.0;-27068.0;-2976.0;23218.0;-5438.0;825
9;Ivleen;Quadrix;-5964.0;-1864.0;18688.0;-2992.0;8374.0;1861.0;928
10;Ivleen;Quadrix;10864.0;-2720.0;12252.0;-3008.0;-3417.0;1723.0;1031
11;Ivleen;Quadrix;15720.0;-4928.0;120.0;-3008.0;-9993.0;5343.0;1134
12;Ivleen;Quadrix;-16136.0;-7320.0;-23484.0;-2976.0;-7311.0;3591.0;1238
13;Ivleen;Quadrix;1964.0;-8492.0;-6436.0;-3008.0;-3413.0;-2289.0;1340
14;Ivleen;Quadrix;1176.0;-3248.0;-3280.0;-2992.0;-5847.0;-3455.0;1444
15;Ivleen;Quadrix;3404.0;-1676.0;-2592.0;-2992.0;-13976.0;3608.0;1547
16;Ivleen;Quadrix;10616.0;-3168.0;-11384.0;-3024.0;-17269.0;4339.0;1651
17;Ivleen;Quadrix;9904.0;-5344.0;-32768.0;-3008.0;-5040.0;1090.0;1753
18;Ivleen;Quadrix;-800.0;3108.0;-17852.0;-3008.0;5755.0;480.0;1856
19;Ivleen;Quadrix;-3212.0;1444.0;-9508.0;-3008.0;7568.0;2006.0;1960
20;Ivleen;Quadrix;14436.0;780.0;-9828.0;-2992.0;12156.0;-1393.0;2062
21;Ivleen;Quadrix;30244.0;-3180.0;-88.0;-3008.0;8201.0;-2913.0;2166
22;Ivleen;Quadrix;14492.0;-4580.0;-10516.0;-3008.0;-1295.0;873.0;2269
23;Ivleen;Quadrix;10908.0;-3676.0;-5804.0;-3024.0;-1146.0;720.0;2372
24;Ivleen;Quadrix;10888.0;-3184.0;-8176.0;-2992.0;847.0;520.0;2475
25;Ivleen;Quadrix;11148.0;-3316.0;-11072.0;-3008.0;939.0;-35.0;2578
26;Ivleen;Quadrix;11144.0;-3472.0;-10556.0;-3008.0;1046.0;-207.0;2682
