id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ivleen;Quadrix;13952.0;-4936.0;-6248.0;-2992.0;-41.0;3.0;0
1;Ivleen;Quadrix;14312.0;-4864.0;-5284.0;-3008.0;90.0;-361.0;104
2;Ivleen;Quadrix;14464.0;-4412.0;-5728.0;-3008.0;-1032.0;292.0;207
3;Ivleen;Quadrix;13544.0;-4616.0;-6532.0;-3008.0;-202.0;313.0;309
4;Ivleen;Quadrix;13680.0;-4676.0;-7652.0;-2992.0;-299.0;732.0;413
5;Ivleen;Quadrix;28016.0;-11016.0;-12548.0;-2992.0;1926.0;1162.0;516
6;Ivleen;Quadrix;13796.0;-4496.0;-13312.0;-3008.0;13137.0;-4236.0;619
7;Ivleen;Quadrix;4596.0;-3388.0;4320.0;-3008.0;4257.0;-629.0;722
8;Ivleen;Quadrix;11472.0;-6036.0;7212.0;-3024.0;-1808.0;303.0;826
9;Ivleen;Quadrix;17748.0;-9884.0;-2048.0;-2992.0;-8616.0;585.0;929
10;Ivleen;Quadrix;-632.0;-8472.0;-12668.0;-2992.0;-8447.0;-938.0;1031
11;Ivleen;Quadrix;864.0;-2836.0;-7332.0;-2976.0;566.0;-2075.0;1135
12;Ivleen;Quadrix;10500.0;-2808.0;160.0;-2976.0;-8971.0;3047.0;1238
13;Ivleen;Quadrix;15804.0;-2676.0;-12740.0;-3024.0;-14024.0;4707.0;1341
14;Ivleen;Quadrix;15632.0;-4184.0;-22496.0;-2976.0;435.0;6357.0;1444
15;Ivleen;Quadrix;9968.0;-2548.0;-17828.0;-3008.0;11393.0;3445.0;1547
16;Ivleen;Quadrix;15632.0;-1232.0;-1536.0;-3024.0;15396.0;980.0;1651
17;Ivleen;Quadrix;21804.0;-4160.0;5348.0;-3008.0;8718.0;1205.0;1753
18;Ivleen;Quadrix;19588.0;-4888.0;-1564.0;-2976.0;-2153.0;3324.0;1857
19;Ivleen;Quadrix;13124.0;-4544.0;-5920.0;-2992.0;1344.0;938.0;1960
20;Ivleen;Quadrix;13852.0;-4484.0;-5148.0;-2976.0;-584.0;595.0;2064
21;Ivleen;Quadrix;15544.0;-3888.0;-7016.0;-3024.0;-652.0;682.0;2166
22;Ivleen;Quadrix;14908.0;-4096.0;-4548.0;-2960.0;-430.0;805.0;2269
23;Ivleen;Quadrix;14912.0;-4240.0;-4064.0;-3040.0;-619.0;-18.0;2373
